Why Did I Get Married Too?,2010,5,Tyler Perry,Terry,Janet Jackson,Patricia,Jill Scott,Sheila,Sharon Leal,Dianne,Malik Yoba,Gavin
Edward Scissorhands,1990,5,Johnny Depp,Edward Scissorhands,Winona Ryder,Kim Boggs,Dianne Wiest,Peg,Alan Arkin,Bill,Anthony Michael Hall,Jim
Me Before You,2016,5,Emilia Clarke,Louisa "Lou" Clark,Sam Claflin,William "Will" Traynor,Janet McTeer,Camilla Traynor,Charles Dance,Stephen Traynor,Brendan Coyle,Bernard Clark
Madea's Witness Protection,2012,5,Tyler Perry,Madea and Joe and Brian,Eugene Levy,George Needleman,Denise Richards,Kate Needleman,Doris Roberts,Barbara,Devan Leos,Howie
The French Connection,1971,5,Gene Hackman,Det. Jimmy "Popeye" Doyle,Fernando Rey,Alain Charnier,Roy Scheider,Det. Buddy "Cloudy" Russo,Tony Lo Bianco,Salvatora "Sal" Boca,Marcel Bozzuffi,Pierre Nicoli
Bad Moms,2016,5,Mila Kunis,Amy Mitchell,Kristen Bell,Kiki,Kathryn Hahn,Carla Dunkler,Christina Applegate,Gwendolyn James,Jada Pinkett Smith,Stacy
Date Movie,2006,5,Alyson Hannigan,Julia Jones,Adam Campbell,Grant Funkyerdoder,Sophie Monk,Andy,Jennifer Coolidge,Roz Funkyerdoder,Fred Willard,Bernie Funkyerdoder
Return to Never Land,2002,5,Harriet Owen,Jane and Young Wendy (Voice),Blayne Weaver,Peter Pan (Voice),Jeff Bennett,Smee (Voice),Kath Soucie,Wendy Darling (voice),Corey Burton,Captain Hook (voice)
Selma,2014,5,David Oyelowo,Martin Luther King,Tom Wilkinson,Lyndon Baines Johnson,Carmen Ejogo,Coretta Scott King,André Holland,Andrew Young,Omar J. Dorsey,James Orange
The Jungle Book 2,2003,5,John Goodman,Baloo (voice),Haley Joel Osment,Mowgli (voice),Mae Whitman,Shanti (voice),Connor Funk,Ranjan (voice),Bob Joles,Bagheera (voice)
Boogeyman,2005,5,Emily Deschanel,Kate Houghton,Barry Watson,Tim,Skye McCole Bartusiak,Franny Roberts,Lucy Lawless,Tim's Mother,Tory Mussett,Jessica
Premonition,2007,5,Sandra Bullock,Linda Hanson,Julian McMahon,Jim Hanson,Courtney Taylor Burness,Bridgette Hanson,Nia Long,Annie,Shyann McClure,Megan Hanson
The Tigger Movie,2000,5,Jim Cummings,Tigger and Winnie the Pooh (voice),Nikita Hopkins,Roo (voice),Ken Sansom,Rabbit (voice),John Fiedler,Piglet (voice),Peter Cullen,Eeyore (voice)
Orphan,2009,5,Vera Farmiga,Kate Coleman,Peter Sarsgaard,John Coleman,Isabelle Fuhrman,Esther,CCH Pounder,Sister Abigail,Jimmy Bennett,Daniel Coleman
Max,2015,5,Thomas Haden Church,Ray,Josh Wiggins,Justin,Lauren Graham,Pamela,Robbie Amell,Kyle Wincott,Mia Xitlali,Carmen
Epic Movie,2007,5,Kal Penn,Edward,Adam Campbell,Peter,Jennifer Coolidge,White Bitch,Jayma Mays,Lucy,Faune A. Chambers,Susan
Spotlight,2015,5,Mark Ruffalo,Michael Rezendes,Michael Keaton,Walter "Robby" Robinson,Rachel McAdams,Sacha Pfeiffer,Liev Schreiber,Marty Baron,John Slattery,Ben Bradlee Jr.
Lakeview Terrace,2008,5,Samuel L. Jackson,Abel Turner,Patrick Wilson,Chris Mattson,Kerry Washington,Lisa Mattson,Ron Glass,Harold Perreau,Justin Chambers,Donnie Eaton
The Grudge 2,2006,5,Sarah Michelle Gellar,Karen Davis,Amber Tamblyn,Aubrey Davis,Edison Chen,Eason,Arielle Kebbel,Allison,Jennifer Beals,Trish
How Stella Got Her Groove Back,1998,5,Angela Bassett,Stella Payne,Taye Diggs,Winston Shakespeare,Whoopi Goldberg,Delilah Abraham,Regina King,Vanessa,Suzzanne Douglas,Angela
Bill & Ted's Bogus Journey,1991,5,Keanu Reeves,Ted Logan,Alex Winter,Bill S. Preston,George Carlin,Rufus,William Sadler,Grim Reaper,Joss Ackland,De Nomolos
Man of the Year,2006,5,Robin Williams,Tom Dobbs,Christopher Walken,Jack Menken,Laura Linney,Eleanor Green,Lewis Black,Eddie Langston,Jeff Goldblum,Stewart
The Black Hole,1979,5,Maximilian Schell,Dr. Hans Reinhardt,Anthony Perkins,Dr. Alex Durant,Robert Forster,Capt. Dan Holland,Joseph Bottoms,Lt. Charles Pizer,Ernest Borgnine,Harry Booth
The American,2010,5,George Clooney,Jack and Edward,Violante Placido,Clara,Thekla Reuten,Mathilde,Paolo Bonacelli,Father Benedetto,Johan Leysen,Pavel
Selena,1997,5,Jennifer Lopez,Selena Quintanilla-Pérez,Edward James Olmos,Abraham Quintanilla,Constance Marie,Marcela Quintanilla,Jon Seda,Chris Perez,Lupe Ontiveros,Yolanda Saldívar
Vampires Suck,2010,5,Chris Riggi,Jacob White,Matt Lanter,Edward,Jenn Proske,Becca Crane,Ken Jeong,Daro,Bradley Dodds,Salvatore
Babel,2006,5,Brad Pitt,Richard,Cate Blanchett,Susan,Gael García Bernal,Santiago,Rinko Kikuchi,Cheiko,Adriana Barraza,Amelia
This Is Where I Leave You,2014,5,Jason Bateman,Judd Altman,Tina Fey,Wendy Altman,Adam Driver,Phillip Altman,Rose Byrne,Penny Moore,Corey Stoll,Paul Altman
Doubt,2008,5,Meryl Streep,Sister Aloysius Beauvier,Philip Seymour Hoffman,Father Brendan Flynn,Amy Adams,Sister James,Viola Davis,Mrs. Miller,Alice Drummond,Sister Veronica
Team America: World Police,2004,5,Trey Parker,Gary Johnston (voice) and Joe (voice) and Kim Jong Il (voice) and Hans Blix (voice) and Carson (voice) and Matt Damon (voice) and Drunk in Bar (voice) and Tim Robbins (voice) and Sean Penn (voice) and Michael Moore (voice) and Helen Hunt (voice) and Susan Sarandon (voice) and Others (voice),Matt Stone,Chris (voice) and George Clooney (voice) and Danny Glover (voice) and Ethan Hawke (voice) and Others (voice),Kristen Miller,Lisa (voice),Masasa Moyo,Sarah (voice),Daran Norris,Spottswoode (voice)
Texas Chainsaw 3D,2013,5,Alexandra Daddario,Heather Miller,Dan Yeager,Leatherface,Bill Moseley,Drayton Sawyer,Marilyn Burns,Verna Carson,Tania Raymonde,Nikki
Copycat,1995,5,Sigourney Weaver,Helen Hudson,Holly Hunter,M.J. Monahan,Will Patton,Nico Letti,William McNamara,Peter Foley,Harry Connick Jr.,Doryll Lee Cullum
Scary Movie 5,2013,5,Simon Rex,Dan Sanders,Ashley Tisdale,Jody Sanders,Charlie Sheen,Himself,Lindsay Lohan,Herself,Erica Ash,Kendra Brooks
Paint Your Wagon,1969,5,Lee Marvin,Ben Rumson,Clint Eastwood,Pardner,Jean Seberg,Elizabeth,Harve Presnell,Rotten Luck Willie,Ray Walston,Mad Jack Duncan
Milk,2008,5,Sean Penn,Harvey Milk,Emile Hirsch,Cleve Jones,James Franco,Scott Smith,Josh Brolin,Dan White,Diego Luna,Jack Lira
Risen,2016,5,Tom Felton,Lucius,Cliff Curtis,Yeshua,Joseph Fiennes,Clavius,Peter Firth,Pontius Pilate,Mark Killeen,Antonius
Ghost Ship,2002,5,Gabriel Byrne,Captain Sean Murphy,Julianna Margulies,Maureen Epps,Desmond Harrington,Jack Ferriman,Ron Eldard,Dodge,Isaiah Washington,Greer
A Very Harold & Kumar Christmas,2011,5,Neil Patrick Harris,Neil,John Cho,Harold Lee,Elias Koteas,Sergie Katsov,Danneel Ackles,Vanessa Fanning,Kal Penn,Kumar Patel
Wild Things,1998,5,Matt Dillon,Sam Lombardo,Kevin Bacon,Sergeant Ray Duquette,Denise Richards,Kelly Lanier Van Ryan,Neve Campbell,Suzie Marie Toller,Theresa Russell,Sandra Van Ryan
The Stepfather,2009,5,Dylan Walsh,David Harris,Sela Ward,Susan Harding,Penn Badgley,Michael Harding,Amber Heard,Kelly Porter,Sherry Stringfield,Leah
The Debt,2010,5,Helen Mirren,Rachel Singer,Ciarán Hinds,David Peretz,Tom Wilkinson,Stefan Gold,Jessica Chastain,Young Rachel Singer,Sam Worthington,Young David Peretz
High Fidelity,2000,5,John Cusack,Rob Gordon,Iben Hjejle,Laura,Todd Louiso,Dick,Jack Black,Barry,Lisa Bonet,Marie DeSalle
One Missed Call,2008,5,Shannyn Sossamon,Beth Raymond,Edward Burns,Jack Andrews,Ana Claudia Talancón,Taylor Anthony,Ray Wise,Ted Summers,Azura Skye,Leann Cole
Eye for an Eye,1996,5,Sally Field,Karen McCann,Kiefer Sutherland,Robert Doob,Ed Harris,Mack McCann,Beverly D'Angelo,Dolly Green,Charlayne Woodard,Angel Kosinsky
The Bank Job,2008,5,Jason Statham,Terry Leather,Saffron Burrows,Martine Love,Stephen Campbell Moore,Kevin Swain,Daniel Mays,Dave Shilling,James Faulkner,Guy Singer
Eternal Sunshine of the Spotless Mind,2004,5,Jim Carrey,Joel Barish,Kate Winslet,Clementine Kruczynski,Kirsten Dunst,Mary Svevo,Mark Ruffalo,Stan Fink,Elijah Wood,Patrick
You Again,2010,5,Kristen Bell,Marni,Sigourney Weaver,Aunt Ramona,Betty White,Grandma Bunny,Kristin Chenoweth,Georgia King,Odette Annable,Joanna
Street Kings,2008,5,Keanu Reeves,Detective Tom Ludlow,Forest Whitaker,Captain Jack Wander,Chris Evans,Detective Paul Diskant,Hugh Laurie,Captain James Biggs,Martha Higareda,Grace Garcia
The World's End,2013,5,Simon Pegg,Gary King,Nick Frost,Andrew Knightley,Martin Freeman,Oliver Chamberlain,Eddie Marsan,Peter Page,Paddy Considine,Steven Prince
Nancy Drew,2007,5,Emma Roberts,Nancy Drew,Josh Flitter,Corky Veinshtein,Max Thieriot,Ned Nickerson,Rachael Leigh Cook,Jane Brighton,Tate Donovan,Carson Drew
Daybreakers,2009,5,Ethan Hawke,Edward Dalton,Sam Neill,Charles Bromley,Willem Dafoe,Lionel 'Elvis' Cormac,Claudia Karvan,Audrey Bennett,Isabel Lucas,Alison Bromley
She's Out of My League,2010,5,Alice Eve,Molly,Jay Baruchel,Kirk Kettner,Mike Vogel,Jack,Krysten Ritter,Patty,Debra Jo Rupp,Mrs. Kettner
Monte Carlo,2011,5,Selena Gomez,Grace and  Cordelia Winthrop Scott,Katie Cassidy,Emma,Cory Monteith,Owen,Leighton Meester,Meg,Andie MacDowell,Pam
Stay Alive,2006,5,Jon Foster,Hutch,Samaire Armstrong,Abigail,Frankie Muniz,Swink,Jimmi Simpson,Phineus,Wendell Pierce,Detective Thibodeaux
Quigley Down Under,1990,5,Tom Selleck,Matthew Quigley,Laura San Giacomo,Crazy Cora,Alan Rickman,Elliott Marston,Chris Haywood,Major Ashley-Pitt,Ron Haddrick,Grimmelman
Alpha and Omega,2010,5,Hayden Panettiere,Kate,Justin Long,Humphrey,Dennis Hopper,Tony,Christina Ricci,Lilly,Danny Glover,Winston
The Covenant,2006,5,Steven Strait,Caleb Danvers,Laura Ramsey,Sarah Wenham,Jessica Lucas,Kate Tunney,Taylor Kitsch,Pogue Parry,Chace Crawford,Tyler Simms
Stick It,2006,5,Jeff Bridges,Burt Vickerman,Missy Peregrym,Haley Graham,Vanessa Lengies,Joanne Charis,Maddy Curley,Mina Hoyt,Nikki SooHoo,Wei Wei Yong
Shorts,2009,5,Jimmy Bennett,Teo Thompon,Kat Dennings,Stacy Thompson,Jolie Vanier,Helvetica Black,William H. Macy,Dr. Noseworthy,James Spader,Mr. Black
To Die For,1995,5,Nicole Kidman,Suzanne Stone Maretto,Matt Dillon,Larry Maretto,Joaquin Phoenix,Jimmy Emmett,Casey Affleck,Russel Hines,Illeana Douglas,Janice Maretto
Nerve,2016,5,Emma Roberts,Vee Delmonico,Dave Franco,Ian,Emily Meade,Sydney Sloane,Miles Heizer,Tommy Mancuso,Juliette Lewis,Nancy Delmonico
Appaloosa,2008,5,Viggo Mortensen,Everett Hitch,Ed Harris,Virgil Cole,Renée Zellweger,Allie,Jeremy Irons,Randall Bragg,Timothy Spall,Phil Olson
Vampires,1998,5,James Woods,Jack Crow,Daniel Baldwin,Montoya,Sheryl Lee,Katrina,Thomas Ian Griffith,Jan Valek,Maximilian Schell,Kardinal Alba
Psycho,1960,5,Anthony Perkins,Norman Bates,Vera Miles,Lila Crane,John Gavin,Sam Loomis,Janet Leigh,Marion Crane,Martin Balsam,Det. Milton Arbogast
My Best Friend's Girl,2008,5,Dane Cook,Tank,Kate Hudson,Alexis,Alec Baldwin,Professor Turner,Jason Biggs,Dustin,Diora Baird,Rachel
Endless Love,2014,5,Alex Pettyfer,David Elliot,Gabriella Wilde,Jade Butterfield,Robert Patrick,Harry Elliot,Rhys Wakefield,Keith Butterfield,Emma Rigby,Jenny
Georgia Rule,2007,5,Jane Fonda,Georgia Randall,Lindsay Lohan,Rachel Wilcox,Felicity Huffman,Lily Randall,Dermot Mulroney,Dr. Simon Ward,Cary Elwes,Arnold
Under the Rainbow,1981,5,Chevy Chase,Bruce Thorpe,Carrie Fisher,Annie Clark,Eve Arden,The Duchess,Joseph Maher,The Duke,Robert Donner,The Assassin
Ladyhawke,1985,5,Matthew Broderick,Phillipe Gaston,Rutger Hauer,Captain Etienne Navarre,Michelle Pfeiffer,Isabeau d'Anjou,Alfred Molina,Cezar,John Wood,Bishop of Aquila
Simon Birch,1998,5,Jim Carrey,Adult Joe Wenteworth,Ashley Judd,Rebecca Wenteworth,Ian Michael Smith,Simon Birch,Joseph Mazzello,Joe Wenteworth,Oliver Platt,Ben Goodrich
Reign Over Me,2007,5,Adam Sandler,Charlie Fineman,Don Cheadle,Alan Johnson,Jada Pinkett Smith,Janeane Johnson,Liv Tyler,Angela Oakhurst,Saffron Burrows,Donna Remar
Into the Wild,2007,5,Emile Hirsch,Christopher McCandless,Marcia Gay Harden,Billie McCandless,William Hurt,Walt McCandless,Jena Malone,Carine McCandless,Brian H. Dierker,Rainey
School for Scoundrels,2006,5,Billy Bob Thornton,Dr. P,Jon Heder,Roger,Jacinda Barrett,Amanda,Sarah Silverman,Becky,Michael Clarke Duncan,Lesher
Silent Hill: Revelation 3D,2012,5,Adelaide Clemens,Heather Mason and Sharon Da Silva and Alessa,Kit Harington,Vincent Carter,Sean Bean,Harry Mason and Christopher Da Silva,Carrie-Anne Moss,Claudia Wolf,Radha Mitchell,Rose Da Silva
From Dusk Till Dawn,1996,5,George Clooney,Seth Gecko,Quentin Tarantino,Richard Gecko,Harvey Keitel,Jacob Fuller,Juliette Lewis,Kate Fuller,Ernest Liu,Scott Fuller
Pooh's Heffalump Movie,2005,5,Jim Cummings,Winnie the Pooh and Tigger (voice),John Fiedler,Piglet (voice),Nikita Hopkins,Roo (voice),Kath Soucie,Kanga (voice),Ken Sansom,Rabbit (voice)
Home for the Holidays,1995,5,Holly Hunter,Claudia Larson,Robert Downey Jr.,Tommy Larson,Anne Bancroft,Adele Larson,Charles Durning,Henry Larson,Claire Danes,Kitt Larson
Kung Fu Hustle,2004,5,Stephen Chow,Sing,Yuen Wah,Landlord,Yuen Qiu,Landlady,Lam Tze-Chung,Sing's sidekick,Huang Sheng-Yi,Fong
The Country Bears,2002,5,Haley Joel Osment,Beary Barrington (voice),Diedrich Bader,Ted Bedderhead (voice),Candy Ford,Trixie (voice),James Gammon,Big Al (voice),Brad Garrett,Fred Bedderhead (voice)
The Kite Runner,2007,5,Khalid Abdalla,Amir,Atossa Leoni,Soraya,Shaun Toub,Rahim Kahn,Zekeria Ebrahimi,Young Amir,Ahmad Khan Mahmoodzada,Young Hassan
21 Grams,2003,5,Sean Penn,Paul Rivers,Naomi Watts,Cristina Peck,Benicio del Toro,Jack Jordan,Danny Huston,Michael,Carly Nahon,Cathy
Paparazzi,2004,5,Cole Hauser,Bo Laramie,Robin Tunney,Abby Laramie,Dennis Farina,Detective Burton,Daniel Baldwin,Wendell Stokes,Tom Sizemore,Rex Harper
A Guy Thing,2003,5,Jason Lee,Paul Morse,Julia Stiles,Becky Jackon,Selma Blair,Karen Cooper,James Brolin,Ken Cooper,Shawn Hatosy,Jim
Loser,2000,5,Jason Biggs,Paul Tannek,Mena Suvari,Dora Diamond,Zak Orth,Adam,Thomas Sadoski,Chris,Jimmi Simpson,Noah
Capitalism: A Love Story,2009,5,Michael Moore,Michael Moore,Thora Birch,Herself,William Black,Himself,Elijah Cummings,Himself,Baron Hill,Himself
The Greatest Story Ever Told,1965,5,Max von Sydow,Jesus,Michael Anderson Jr.,James the Younger,Carroll Baker,Veronica,Ina Balin,Martha of Bethany,Victor Buono,Sorak
Secret in Their Eyes,2015,5,Chiwetel Ejiofor,Ray,Nicole Kidman,Claire,Julia Roberts,Jess,Dean Norris,Bumpy,Lyndon Smith,Kit
Disaster Movie,2008,5,Matt Lanter,Will,Vanessa Lachey,Amy,Nicole Ari Parker,Enchanted Princess and Amy Winehouse Look-A-Like and Jessica Simpson Look-A-Like,Crista Flanagan,Juney and Hannah Montana,Gary 'G. Thang' Johnson,Calvin
Armored,2009,5,Columbus Short,Ty Hackett,Laurence Fishburne,Baines,Skeet Ulrich,Dobbs,Amaury Nolasco,Palmer,Matt Dillon,Mike Cochrane
The Man Who Knew Too Little,1997,5,Bill Murray,Wallace 'Wally' Ritchie,Peter Gallagher,James 'Jimmy' Ritchie,Joanne Whalley,Lorelei 'Lori',Alfred Molina,Boris 'The Butcher' Blavasky,Richard Wilson,Sir Roger Daggenhurst
What's Your Number?,2011,5,Chris Evans,Colin Shea,Anna Faris,Ally Darling,Martin Freeman,Simon Forester,Chris Pratt,Disgusting Donald,Ari Graynor,Daisy Darling
Lockout,2012,5,Guy Pearce,Snow,Maggie Grace,Emilie Warnock,Joseph Gilgun,Hydell,Lennie James,Harry Shaw,Peter Stormare,Scott Langral
Envy,2004,5,Ben Stiller,Tim Dingman,Jack Black,Nick Vanderpark,Rachel Weisz,Debbie Dingman,Christopher Walken,J-Man,Amy Poehler,Natalie Vanderpark
Crank: High Voltage,2009,5,Jason Statham,Chev Chelios,Amy Smart,Eve,Dwight Yoakam,Doc Miles,Efren Ramirez,Venus,Julanne Chidi Hill,Dark Chocolate
Bullets Over Broadway,1994,5,John Cusack,David Shayne,Dianne Wiest,Helen Sinclair,Jennifer Tilly,Olive Neal,Chazz Palminteri,Cheech,Mary-Louise Parker,Ellen
One Night with the King,2006,5,Tiffany Dupont,Hadassah and Esther,Peter O'Toole,Samuel, the Prophet,Luke Goss,King Xerxes,John Noble,Prince Admantha,Omar Sharif,Prince Memucan
The Quiet American,2002,5,Michael Caine,Thomas Fowler,Brendan Fraser,Alden Pyle,Đỗ Thị Hải Yến,Phuong,Tzi Ma,Hinh,Rade Serbedzija,Inspector Vigot
The Weather Man,2005,5,Nicolas Cage,David Spritz,Michael Caine,Robert Spritzel,Hope Davis,Noreen,Gemmenne de la Peña,Shelly Spritzel,Nicholas Hoult,Mike Spritzel
Undisputed,2002,5,Wesley Snipes,Monroe Hutchen,Ving Rhames,George 'Iceman' Chambers,Peter Falk,Mendy Ripstein,Michael Rooker,A.J. Mercker,Jon Seda,Jesus 'Chuy' Campos
Ghost Town,2008,5,Ricky Gervais,Bertram Pincus,Greg Kinnear,Frank Herlihy,Téa Leoni,Gwen,Billy Campbell,Gwens Love Interest,Jordan Carlos,Young Husband
12 Rounds,2009,5,John Cena,Det. Danny Fisher,Aidan Gillen,Miles Jackson,Ashley Scott,Molly Porter,Steve Harris,Special Agent George Aiken,Brian J. White,Det. Hank Carver
Let Me In,2010,5,Kodi Smit-McPhee,Owen,Chloë Grace Moretz,Abby,Richard Jenkins,The Father,Elias Koteas,The Policeman,Sasha Barrese,Virginia
3 Ninjas Kick Back,1994,5,Victor Wong,Grandpa Mori Shintaro,Max Elliott Slade,Jeffrey 'Colt' Douglas,Sean Fox,Samuel 'Rocky' Douglas Jr.,J. Evan Bonifant,Michael 'Tum Tum' Douglas,Caroline Junko King,Miyo
Be Kind Rewind,2008,5,Jack Black,Jerry,Yasiin Bey,Mike,Danny Glover,Mr. Fletcher,Mia Farrow,Ms. Kimberley,Marcus Carl Franklin,James
Mrs Henderson Presents,2005,5,Judi Dench,Mrs. Laura Henderson,Bob Hoskins,Vivian Van Damm,Will Young,Bertie,Christopher Guest,Lord Cromer,Kelly Reilly,Maureen
Triple 9,2016,5,Casey Affleck,Chris Allen,Chiwetel Ejiofor,Michael Atwood,Woody Harrelson,Sergeant Detective Jeffrey Allen,Kate Winslet,Irina Vlaslov,Anthony Mackie,Marcus Belmont
Deconstructing Harry,1997,5,Woody Allen,Harry Block,Kirstie Alley,Joan,Billy Crystal,LarryandThe Devil,Judy Davis,Lucy,Caroline Aaron,Doris
Three to Tango,1999,5,Matthew Perry,Oscar Novak,Neve Campbell,Amy Post,Dylan McDermott,Charles Newman,Oliver Platt,Peter Steinberg,Cylk Cozart,Kevin Cartwright
Burnt,2015,5,Bradley Cooper,Adam Jones,Sienna Miller,Helene,Lily James,Sara,Alicia Vikander,Anne Marie,Uma Thurman,Simone
We're No Angels,1989,5,Robert De Niro,Ned,Sean Penn,Jim,Demi Moore,Molly,Hoyt Axton,Father Levesque,Bruno Kirby,Deputy
Everyone Says I Love You,1996,5,Drew Barrymore,Skylar Dandridge,Diva Gray,Nanny,Natasha Lyonne,Djuna 'D.J.' Berlin,Edward Norton,Holden Spence,Woody Allen,Joe Berlin
Death Sentence,2007,5,Kevin Bacon,Nick Hume,Garrett Hedlund,Billy Darley,Kelly Preston,Helen Hume,Jordan Garrett,Lucas Hume,John Goodman,Bones Darley
Everybody's Fine,2009,5,Robert De Niro,Frank Goode,Drew Barrymore,Rosie,Kate Beckinsale,Amy,Sam Rockwell,Robert,Melissa Leo,Colleen
Superbabies: Baby Geniuses 2,2004,5,Jon Voight,Bill Biscane and Kane,Scott Baio,Stan Bobbins,Vanessa Angel,Jean Bobbins,Skyler Shaye,Kylie,Whoopi Goldberg,Whoopi Goldberg
The Man,2005,5,Samuel L. Jackson,Derrick Vann,Eugene Levy,Andy Fiddler,Luke Goss,Joey Kane,Miguel Ferrer,Agent Peters,Susie Essman,Lt. Rita Carbone
Code Name: The Cleaner,2007,5,Cedric the Entertainer,Jake Rodgers,Lucy Liu,Gina,Nicollette Sheridan,Diane,Mark Dacascos,Eric Hauck,Callum Keith Rennie,Shaw
Connie and Carla,2004,5,Nia Vardalos,Connie,Toni Collette,Carla,David Duchovny,Jeff,Stephen Spinella,Robert and Peaches,Alec Mapa,Lee and N'Cream
Sweet Charity,1969,5,Shirley MacLaine,Charity,John McMartin,Oscar,Ricardo Montalban,Vittorio,Sammy Davis, Jr.,Big Daddy,Chita Rivera,Nickie
Inherent Vice,2014,5,Joaquin Phoenix,Larry "Doc" Sportello,Josh Brolin,Lt. Det. Christian F. "Bigfoot" Bjornsen,Owen Wilson,Coy Harlingen,Katherine Waterston,Shasta Fay Hepworth,Reese Witherspoon,Deputy D.A. Penny Kimball
Doogal,2006,5,Daniel Tay,Doogal,Jimmy Fallon,Dylan,Jon Stewart,Zeebad,Whoopi Goldberg,Ermintrude,William H. Macy,Brian
Battle of the Year,2013,5,Josh Holloway,Jason Blake,Josh Peck,Franklyn,Chris Brown,Rooster,Laz Alonso,Dante,Caity Lotz,Stacy
An American Carol,2008,5,Kevin Farley,Michael Malone,Kelsey Grammer,General George S. Patton,Leslie Nielsen,Leslie Nielsen,Trace Adkins,Angel of Death,Robert Davi,Aziz
Machete Kills,2013,5,Danny Trejo,Machete Cortez,Mel Gibson,Luther Voz,Amber Heard,Miss San Antonio,Michelle Rodriguez,Luz,Sofía Vergara,Desdemona
Willard,2003,5,Crispin Glover,Willard Stiles,R. Lee Ermey,Frank Martin,Laura Harring,Cathryn,Jackie Burroughs,Henrietta Stiles,Ashlyn Gere,Ms. Leach
Strange Wilderness,2008,5,Steve Zahn,Peter,Allen Covert,Fred,Jonah Hill,Cooker,Kevin Heffernan,Whitaker,Ashley Scott,Cheryl
Topsy-Turvy,1999,5,Allan Corduner,Sir Arthur Sullivan,Jim Broadbent,W. S. Gilbert,Timothy Spall,Richard Temple (The Mikado),Dexter Fletcher,Louis,Shirley Henderson,Leonora Braham (Yum-Yum)
Little Boy,2015,5,Jakob Salvati,Pepper Flynt Busbee and Little Boy,Emily Watson,Emma Busbee,Cary-Hiroyuki Tagawa,Hashimoto,Michael Rapaport,James Busbee,David Henrie,London Busbee
A Dangerous Method,2011,5,Keira Knightley,Sabina Spielrein,Viggo Mortensen,Sigmund Freud,Michael Fassbender,Carl Jung,Sarah Gadon,Emma Jung,Vincent Cassel,Otto Gross
A Scanner Darkly,2006,5,Keanu Reeves,FredandBob Arctor,Winona Ryder,Donna Hawthorne,Woody Harrelson,Ernie Luckman,Robert Downey Jr.,James Barris,Mitch Baker,Brown Bear Lodge Host
Chasing Mavericks,2012,5,Gerard Butler,Frosty Hesson,Jonny Weston,Jay Moriarity,Elisabeth Shue,Christy Moriarity,Abigail Spencer,Brenda Hesson,Leven Rambin,Kim
Alone in the Dark,2005,5,Christian Slater,Edward Carnby,Tara Reid,Aline Cedrac,Stephen Dorff,Richard Burke,Frank C. Turner,Sam Fischer,Matthew Walker,Prof. Lionel Hudgens
Bandslam,2009,5,Vanessa Hudgens,Sam,Aly Michalka,Charlotte Banks,Gaelan Connell,Will Burton,Lisa Kudrow,Karen Burton,Scott Porter,Ben Wheatly
Birth,2004,5,Nicole Kidman,Anna,Cameron Bright,Young Sean,Danny Huston,Joseph,Lauren Bacall,Eleanor,Alison Elliott,Laura
A Most Violent Year,2014,5,Oscar Isaac,Abel Morales,Jessica Chastain,Anna Morales,Albert Brooks,Andrew Walsh,Elyes Gabel,Julian,David Oyelowo,D.A. Lawrence
Passchendaele,2008,5,Paul Gross,Michael Dunne,Caroline Dhavernas,Sarah Mann,Joe Dinicol,David Mann,Meredith Bailey,Cassie Walker,Adam Harrington,Colonel Ormand
Flash of Genius,2008,5,Aaron Abrams,Ian Miellor,Alan Alda,Gregory Lawson,Lauren Graham,Phyllis Kearns,Greg Kinnear,Bob Kearns,Tatiana Maslany,Older Kathy
I'm Not There.,2007,5,Cate Blanchett,Jude,Heath Ledger,Robbie,Julianne Moore,Alice,Ben Whishaw,Arthur,Charlotte Gainsbourg,Claire
The Cold Light of Day,2012,5,Henry Cavill,Will Shaw,Verónica Echegui,Lucia,Sigourney Weaver,Jean Carrack,Bruce Willis,Martin,Caroline Goodall,Laurie Shaw
The Brothers Bloom,2008,5,Rachel Weisz,Penelope Stamp,Adrien Brody,Bloom,Mark Ruffalo,Stephen,Rinko Kikuchi,Bang Bang,Robbie Coltrane,Curator
Synecdoche New York,2008,5,Philip Seymour Hoffman,Caden Cotard,Samantha Morton,Hazel,Jennifer Jason Leigh,Maria,Michelle Williams,Claire Keen,Catherine Keener,Adele Lack
Princess Mononoke,1997,5,Yōji Matsuda,Ashitaka (voice),Yuriko Ishida,San (voice),Yūko Tanaka,Eboshi-gozen (voice),Kaoru Kobayashi,Jiko-bô (voice),Masahiko Nishimura,Kouroku (voice)
Bon voyage,2003,5,Grégori Derangère,Frédéric Auger,Gérard Depardieu,Jean-Étienne Beaufort,Isabelle Adjani,Viviane Denvers,Virginie Ledoyen,Camille,Yvan Attal,Raoul
Can't Stop the Music,1980,5,Alex Briley,Alex the G.I.,David Hodo,David the Construction Worker,Glenn Hughes,Glenn the Leatherman,Randy Jones,Randy the Cowboy,Felipe Rose,Felipe the Indian
The Proposition,2005,5,Guy Pearce,Charlie Burns,Ray Winstone,Captain Morris Stanley,Emily Watson,Martha Stanley,Danny Huston,Arthur Burns,David Wenham,Eden Fletcher
My All American,2015,5,Aaron Eckhart,Darrell Royal,Finn Wittrock,Freddie Steinmark,Robin Tunney,Gloria Steinmark,Sarah Bolger,Linda Wheeler,Michael Reilly Burke,Fred Steinmark
