xXx,2002,5,Vin Diesel,Xander Cage,Asia Argento,Yelena,Samuel L. Jackson,Agent Augustus Gibbons,Danny Trejo,El Jefe,Leila Arcieri,Jordan King
The SpongeBob Movie: Sponge Out of Water,2015,5,Tom Kenny,SpongeBob and Gary and Agreeable Mob Member and Waffle (voice),Bill Fagerbakke,Patrick and Male Fish and Eager Customer (voice),Rodger Bumpass,Doctor and Squidward and Angry Mob Member #2 and Doughnut and Squidasaurus Rex (voice),Clancy Brown,Mr.Krabs (voice),Carolyn Lawrence,Sandy (voice)
Ransom,1996,5,Mel Gibson,Tom Mullen,Gary Sinise,Det. Jimmy Shaker,Delroy Lindo,Agent Lonnie Hawkins,Rene Russo,Katherine Mullen,Lili Taylor,Maris
Inglourious Basterds,2009,5,Brad Pitt,Lieutenant Aldo "The Apache" Raine,Mélanie Laurent,Shosanna Dreyfus and Emmanuelle Mimieux,Christoph Waltz,SS Colonel Hans Landa,Eli Roth,Sergeant Donny "The Bear Jew" Donowitz,Michael Fassbender,Lieutenant Archie Hicox
Hook,1991,5,Robin Williams,Peter Banning,Dustin Hoffman,Captain James S. Hook,Julia Roberts,Tinkerbell,Bob Hoskins,Smee,Maggie Smith,Granny Wendy
Die Hard 2,1990,5,Bruce Willis,John McClane,Bonnie Bedelia,Holly McClane,William Atherton,Richard Thornburg,Reginald VelJohnson,Sgt. Al Powell,Franco Nero,General Ramon Esperanza
S.W.A.T.,2003,5,Samuel L. Jackson,Sgt. Dan 'Hondo' Harrelson,Colin Farrell,Jim Street,Michelle Rodriguez,Chris Sanchez,LL Cool J,Deacon 'Deke' Kay,Josh Charles,T.J. McCabe
Vanilla Sky,2001,5,Tom Cruise,David Aames,Penélope Cruz,Sofia Serrano,Cameron Diaz,Julie Gianni,Kurt Russell,Dr. Curtis McCabe,Jason Lee,Brian Shelby
Lady in the Water,2006,5,Paul Giamatti,Cleveland Heep,Jeffrey Wright,Mr. Dury,Bob Balaban,Harry Farber,Sarita Choudhury,Anna Ran,Cindy Cheung,Young-Soon Choi
AVP: Alien vs. Predator,2004,5,Sanaa Lathan,Alexa Woods,Raoul Bova,Sebastian de Rosa,Ewen Bremner,Graeme Miller,Colin Salmon,Maxwell Stafford,Tommy Flanagan,Mark Verheiden
Alvin and the Chipmunks: The Squeakquel,2009,5,Zachary Levi,Toby,David Cross,Ian,Jason Lee,Dave,Justin Long,Alvin (voice),Matthew Gray Gubler,Simon (voice)
We Were Soldiers,2002,5,Mel Gibson,Lt. Col. Hal Moore,Greg Kinnear,Maj. Bruce 'Snake' Crandall,Madeleine Stowe,Julie Moore,Sam Elliott,Sgt. Maj. Basil Plumley,Chris Klein,2nd Lt. Jack Geoghegan
Olympus Has Fallen,2013,5,Gerard Butler,Mike Banning,Aaron Eckhart,President Benjamin Asher,Angela Bassett,Lynne Jacobs,Morgan Freeman,Speaker Trumbull,Radha Mitchell,Leah
Star Trek: Insurrection,1998,5,Patrick Stewart,Captain Jean-Luc Picard,Jonathan Frakes,Commander William T. Riker,Brent Spiner,Lt. Commander Data,LeVar Burton,Lt. Commander Geordi La Forge,Michael Dorn,Lt. Commander Worf
Battle: Los Angeles,2011,5,Aaron Eckhart,Michael Nantz,Ramón Rodríguez,William Martinez,Will Rothhaar,Cpl. Lee Imlay,Cory Hardrict,Cpl. Jason Lockett,Jim Parrack,Peter Kerns
Big Fish,2003,5,Ewan McGregor,Younger Ed Bloom,Albert Finney,Older Ed Bloom,Billy Crudup,Will Bloom,Jessica Lange,Older Sandra Bloom,Helena Bonham Carter,Younger & Older JennyandThe Witch
Wolf,1994,5,Jack Nicholson,Will Randall,Christopher Plummer,Raymond Alden,James Spader,Stewart Swinton,Michelle Pfeiffer,Laura,Kate Nelligan,Charlotte Randall
War Horse,2011,5,Tom Hiddleston,Capt. James Nicholls,Benedict Cumberbatch,Maj. Jamie Stewart,Toby Kebbell,Geordie Soldier,Emily Watson,Rose Narracott,Jeremy Irvine,Albert Narracott
The Monuments Men,2014,5,Matt Damon,James Granger,Cate Blanchett,Claire Simone,George Clooney,Frank Stokes,Bill Murray,Richard Campbell,John Goodman,Walter Garfield
The Abyss,1989,5,Ed Harris,Virgil 'Bud' Brigman,Mary Elizabeth Mastrantonio,Lindsey Brigman,Michael Biehn,Lieutenant Hiram Coffey,Leo Burmester,Catfish De Vries,Todd Graff,Alan 'Hippy' Carnes
Wall Street: Money Never Sleeps,2010,5,Michael Douglas,Gordon Gekko,Shia LaBeouf,Jacob Moore,Josh Brolin,Bretton James,Carey Mulligan,Winnie Gekko,Frank Langella,Lewis Zabel
Dracula Untold,2014,5,Luke Evans,Dracula and Vlad Tepes,Sarah Gadon,Mirena and Mina Murray,Dominic Cooper,Mehmed II,Art Parkinson,Ingeras,Charles Dance,Master Vampire
The Siege,1998,5,Denzel Washington,Anthony 'Hub' Hubbard,Annette Bening,Elise Kraft and Sharon Bridger,Bruce Willis,Major-General William Devereaux,Tony Shalhoub,Agent Frank Haddad,Sami Bouajila,Samir Nazhde
Stardust,2007,5,Claire Danes,Yvaine,Charlie Cox,Tristan,Michelle Pfeiffer,Lamia,Robert De Niro,Cap. Shakespeare,Sienna Miller,Victoria
Seven Years in Tibet,1997,5,Brad Pitt,Heinrich Harrer,Jamyang Jamtsho Wangchuk,Dalai Lama, 14 Years Old,David Thewlis,Peter Aufschnaiter,BD Wong,Ngawang Jigme,Mako,Kungo Tsarong
The Dilemma,2011,5,Kevin James,Nick Brannen,Vince Vaughn,Ronny Valentine,Winona Ryder,Geneva Brannen,Jennifer Connelly,Beth,Queen Latifah,Dana
Bad Company,2002,5,Anthony Hopkins,Officer Oakes,Chris Rock,Jake HayesandKevin PopeandMichael Turner,Peter Stormare,Adrik Vas,Gabriel Macht,Officer Seale,Kerry Washington,Julie
Doom,2005,5,Dwayne Johnson,Sarge,Karl Urban,John Grimm,Rosamund Pike,Samantha Grimm,Ben Daniels,Goat,Deobia Oparei,Destroyer
I Spy,2002,5,Eddie Murphy,Kelly Robinson,Owen Wilson,Alexander Scott,Famke Janssen,Rachel,Keith Dallas,Lunchbox,Malcolm McDowell,Gundars
Underworld: Awakening,2012,5,Kate Beckinsale,Selene,Stephen Rea,Dr. Jacob Lane,Michael Ealy,Detective Sebastian,Theo James,David,India Eisley,Eve
Rock of Ages,2012,5,Julianne Hough,Sherrie Christian,Diego Boneta,Drew Boley,Tom Cruise,Stacee Jaxx,Alec Baldwin,Dennis Dupree,Russell Brand,Lonny Barnett
Hart's War,2002,5,Bruce Willis,Col. William A. McNamara,Colin Farrell,Lt. Thomas W. Hart,Terrence Howard,Lt. Lincoln A. Scott,Marcel Iureș,Col. Werner Visser,Cole Hauser,Staff Sgt. Vic W. Bedford
Killer Elite,2011,5,Jason Statham,Danny,Clive Owen,Spike,Robert De Niro,Hunter,Dominic Purcell,Davies,Yvonne Strahovski,Anne
Rollerball,2002,5,Chris Klein,Jonathan Cross,LL Cool J,Marcus Ridley,Rebecca Romijn,Aurora,Naveen Andrews,Sanjay,Jean Reno,Alexi Petrovich
Ballistic: Ecks vs. Sever,2002,5,Antonio Banderas,Agent Jeremiah Ecks,Lucy Liu,Agent Sever,Gregg Henry,Robert Gant,Ray Park,A.J. Ross,Talisa Soto,Rayne Gant
Hard Rain,1998,5,Morgan Freeman,Jim,Christian Slater,Tom,Randy Quaid,Sheriff,Minnie Driver,Karen,Ed Asner,Onkel Charlie
Osmosis Jones,2001,5,Chris Rock,Osmosis Jones (voice),Laurence Fishburne,Thrax (voice),David Hyde Pierce,Drix (voice),Brandy Norwood,Leah (voice),Bill Murray,Frank Detomello
Legends of Oz: Dorothy's Return,2013,5,Lea Michele,Dorothy (voice),Dan Aykroyd,Scarecrow (voice),Patrick Stewart,Tugg (voice),Hugh Dancy,Marshall Mallow (voice),Jim Belushi,The Cowardly Lion (voice)
Blackhat,2015,5,Chris Hemsworth,Nicholas Hathaway,Leehom Wang,Chen Dawai,Tang Wei,Chen Lien,Viola Davis,Carol Barrett,Holt McCallany,Mark Jessup
Sky Captain and the World of Tomorrow,2004,5,Jude Law,Sky Captain,Gwyneth Paltrow,Polly Perkins,Giovanni Ribisi,Dex,Angelina Jolie,Franky,Bai Ling,Mysterious Woman
Basic Instinct 2,2006,5,Sharon Stone,Catherine Tramell,David Morrissey,Michael Glass,Charlotte Rampling,Milena Gardosh,David Thewlis,Roy Washburn,Stan Collymore,Kevin Franks
Escape Plan,2013,5,Sylvester Stallone,Ray Breslin,Arnold Schwarzenegger,Emil Rottmayer,Jim Caviezel,Willard Hobbes,Vinnie Jones,Drake,50 Cent,Hush
The Legend of Hercules,2014,5,Kellan Lutz,Hercules,Liam McIntyre,Sotiris,Gaia Weiss,Hebe,Scott Adkins,King Amphitryon,Roxanne McKee,Queen Alcmene
The Sum of All Fears,2002,5,Ben Affleck,Jack Ryan,Morgan Freeman,DCI William Cabot,James Cromwell,President Robert Bob Fowler,Ken Jenkins,Admiral Pollack,Liev Schreiber,John Clark
The Twilight Saga: Eclipse,2010,5,Kristen Stewart,Isabella 'Bella' Swan,Robert Pattinson,Edward Cullen,Taylor Lautner,Jacob Black,Ashley Greene,Alice Cullen,Peter Facinelli,Carlisle Cullen
The Score,2001,5,Robert De Niro,Nick Wells,Edward Norton,Jack Teller,Marlon Brando,Max,Angela Bassett,Diane,Paul Soles,Danny
Despicable Me,2010,5,Steve Carell,Gru (voice),Jason Segel,Vector (voice),Russell Brand,Dr. Nefario (voice),Julie Andrews,Gru's Mother (voice),Will Arnett,Mr. Perkins (voice)
Money Train,1995,5,Wesley Snipes,John,Woody Harrelson,Charlie,Jennifer Lopez,Grace Santiago,Robert Blake,Donald Patterson,Chris Cooper,Torch
Ted 2,2015,5,Mark Wahlberg,John,Seth MacFarlane,Ted (voice),Amanda Seyfried,Samantha Jackson,Jessica Barth,Tami-Lynn,Giovanni Ribisi,Donny
Agora,2009,5,Rachel Weisz,Hypatia,Max Minghella,Davus,Oscar Isaac,Orestes,Ashraf Barhom,Ammonius,Michael Lonsdale,Theon
Mystery Men,1999,5,Ben Stiller,Mr. Furious,Geoffrey Rush,Casanova Frankenstein,Claire Forlani,Monica,William H. Macy,The Shoveler,Hank Azaria,The Blue Raja
Hall Pass,2011,5,Owen Wilson,Rick Mills,Jason Sudeikis,Fred Searing,Jenna Fischer,Maggie Mills,Christina Applegate,Grace Searing,Nicky Whelan,Leigh
The Insider,1999,5,Al Pacino,Lowell Bergman,Russell Crowe,Jeffrey Wigand,Christopher Plummer,Mike Wallace,Diane Venora,Liane Wigand,Bruce McGill,Ron Motley
The Finest Hours,2016,5,Chris Pine,Bernie Webber,Casey Affleck,Ray Sybert,Ben Foster,Richard Livesey,Eric Bana,Daniel Cluff,Holliday Grainger,Miriam Webber
Body of Lies,2008,5,Leonardo DiCaprio,Roger Ferris,Russell Crowe,Ed Hoffman,Mark Strong,Hani,Ali Suliman,Omar Sadiki,Simon McBurney,Garland
Dinner for Schmucks,2010,5,Steve Carell,Barry,Paul Rudd,Tim Wagner,Stephanie Szostak,Julie,Jemaine Clement,Kieran Vollard,Zach Galifianakis,Therman
Abraham Lincoln: Vampire Hunter,2012,5,Benjamin Walker,Abraham Lincoln,Dominic Cooper,Henry Sturgess,Anthony Mackie,Will Johnson,Mary Elizabeth Winstead,Mary Todd Lincoln,Rufus Sewell,Adam
Entrapment,1999,5,Sean Connery,Robert "Mac" MacDougal,Catherine Zeta-Jones,Virginia "Gin" Baker,Will Patton,Hector Cruz,Maury Chaykin,Conrad Greene,Ving Rhames,Aaron Thibadeaux
The X Files,1998,5,David Duchovny,Agent Fox Mulder,Gillian Anderson,Agent Dana Scully,Mitch Pileggi,Assistant Director Walter Skinner,William B. Davis,The Cigarette-Smoking Man,John Neville,The Well-Manicured Man
The Last Legion,2007,5,Colin Firth,Aurelius,Ben Kingsley,Ambrosinus,Aishwarya Rai Bachchan,Mira,Peter Mullan,Odoacer,Kevin McKidd,Wulfila
Saving Private Ryan,1998,5,Tom Hanks,Captain John H. Miller,Matt Damon,Private James Francis Ryan,Vin Diesel,Private Adrian Caparzo,Tom Sizemore,Technical Sergeant Michael Horvath,Barry Pepper,Private Daniel Jackson
Need for Speed,2014,5,Aaron Paul,Tobey Marshall,Dominic Cooper,Dino Brewster,Imogen Poots,Julia Maddon,Rami Malek,Finn,Ramón Rodríguez,Joe Peck
What Women Want,2000,5,Helen Hunt,Darcy McGuire,Mel Gibson,Nick Marshall,Marisa Tomei,Lola,Lauren Holly,Gigi,Mark Feuerstein,Morgan Farwell
Ice Age,2002,5,Ray Romano,Manny (voice),John Leguizamo,Sid (voice),Denis Leary,Diego (voice),Goran Visnjic,Soto (voice),Jack Black,Zeke (voice)
Dreamcatcher,2003,5,Morgan Freeman,Col. Abraham Curtis,Thomas Jane,Dr. Henry Devlin,Jason Lee,Joe 'Beaver' Clarenden,Damian Lewis,Gary 'Jonesy' Jones,Timothy Olyphant,Pete Moore
Lincoln,2012,5,Daniel Day-Lewis,Abraham Lincoln,Sally Field,Mary Todd Lincoln,David Strathairn,William Seward,Joseph Gordon-Levitt,Robert Lincoln,James Spader,WN Bilbo
The Matrix,1999,5,Keanu Reeves,Thomas "Neo" Anderson,Laurence Fishburne,Morpheus,Carrie-Anne Moss,Trinity,Hugo Weaving,Agent Smith,Gloria Foster,Oracle
Apollo 13,1995,5,Tom Hanks,Jim Lovell,Bill Paxton,Fred Haise,Kevin Bacon,Jack Swigert,Gary Sinise,Ken Mattingly,Ed Harris,Gene Kranz
The Santa Clause 2,2002,5,Tim Allen,Scott Calvin and Santa Clause,Elizabeth Mitchell,Principal Carol Newman,David Krumholtz,Bernard, der Elf,Eric Lloyd,Charlie Calvin,Spencer Breslin,Curtis
Les Misérables,2012,5,Hugh Jackman,Jean Valjean,Russell Crowe,Javert,Anne Hathaway,Fantine,Amanda Seyfried,Cosette,Sacha Baron Cohen,Thénardier
You've Got Mail,1998,5,Tom Hanks,Joe Fox,Meg Ryan,Kathleen Kelly,Katie Sagona,Young Kathleen Kelly,Greg Kinnear,Frank Navasky,Parker Posey,Patricia Eden
Step Brothers,2008,5,Will Ferrell,Brennan Huff,John C. Reilly,Dale Doback,Mary Steenburgen,Nancy Huff,Richard Jenkins,Dr. Robert Doback,Adam Scott,Derek
The Mask of Zorro,1998,5,Antonio Banderas,Alejandro Murrieta and Zorro,Anthony Hopkins,Don Diego de la Vega and Zorro,Catherine Zeta-Jones,Elena Montero and Elena Murrieta,Stuart Wilson,Don Rafael Montero,Diego Sieres,Young Joaquín Murrieta
Due Date,2010,5,Robert Downey Jr.,Peter Highman,Zach Galifianakis,Ethan Tremblay,Michelle Monaghan,Sarah Highman,Jamie Foxx,Darryl,Juliette Lewis,Heidi
Unbroken,2014,5,Jack O'Connell,Louis Zamperini,Domhnall Gleeson,Russel Allen 'Phil' Phillips,Garrett Hedlund,John Fitzgerald,Miyavi,Mutsuhiro 'The Bird' Watanabe,Finn Wittrock,Francis 'Mac' McNamara
Space Cowboys,2000,5,Clint Eastwood,Frank Corvin,Tommy Lee Jones,Hawk Hawkins,Donald Sutherland,Jerry O`Neill,James Garner,Tank Sullivan,James Cromwell,Bob Gerson
Cliffhanger,1993,5,Sylvester Stallone,Gabe Walker,John Lithgow,Eric Qualen,Michael Rooker,Hal Tucker,Janine Turner,Jessie Deighan,Rex Linn,Richard Travers
Broken Arrow,1996,5,John Travolta,Maj. Vic 'Deak' Deakins,Christian Slater,Capt. Riley Hale,Samantha Mathis,Terry Carmichael,Delroy Lindo,Colonel Max Wilkins,Bob Gunton,Pritchett
The Kid,2000,5,Bruce Willis,Russell Duritz,Spencer Breslin,Rusty Duritz,Emily Mortimer,Amy,Lily Tomlin,Janet,Chi McBride,Kenny
World Trade Center,2006,5,Nicolas Cage,John McLoughlin,Maria Bello,Donna McLoughlin,Maggie Gyllenhaal,Allison Jimeno,Michael Peña,Will Jimeno,Jay Hernandez,Dominick Pezzulo
Mona Lisa Smile,2003,5,Julia Roberts,Katherine Ann Watson,Kirsten Dunst,Betty Warren,Julia Stiles,Joan Brandwyn,Maggie Gyllenhaal,Giselle Levy,Ginnifer Goodwin,Constance Baker
The Dictator,2012,5,Sacha Baron Cohen,Aladeen and Efawadh,Sayed Badreya,Omar,Aasif Mandvi,Doctor,Megan Fox,Herself,Anna Faris,Zoey
Eyes Wide Shut,1999,5,Tom Cruise,Dr. William 'Bill' Harford,Nicole Kidman,Alice Harford,Madison Eginton,Helena Harford,Jackie Sawiris,Roz,Sydney Pollack,Victor Ziegler
Annie,2014,5,Quvenzhané Wallis,Annie Beckett,Jamie Foxx,William "Will" Stacks,Rose Byrne,Grace Farell,Cameron Diaz,Miss Hannigan,Bobby Cannavale,Guy
Focus,2015,5,Will Smith,Nicky,Margot Robbie,Jess Barrett,Rodrigo Santoro,Garriga,Robert Taylor,McEwen,Gerald McRaney,Ownes
This Means War,2012,5,Reese Witherspoon,Lauren,Chris Pine,FDR Foster,Tom Hardy,Tuck,Laura Vandervoort,Britta,Angela Bassett,Collins
Blade: Trinity,2004,5,Wesley Snipes,Blade,Kris Kristofferson,Whistler,Dominic Purcell,Drake,Jessica Biel,Abigail Whistler,Ryan Reynolds,Hannibal King
Red Dawn,1984,5,Patrick Swayze,Jed,C. Thomas Howell,Robert,Lea Thompson,Erica,Darren Dalton,Daryl,Charlie Sheen,Matt
Primary Colors,1998,5,John Travolta,Jack Stanton,Emma Thompson,Susan Stanton,Billy Bob Thornton,Richard Jemmons,Kathy Bates,Libby Holden,Adrian Lester,Henry Burton
Resident Evil: Retribution,2012,5,Milla Jovovich,Alice,Sienna Guillory,Jill Valentine,Michelle Rodriguez,Rain Ocampo,Aryana Engineer,Becky,Li Bingbing,Ada Wong
Death Race,2008,5,Jason Statham,Jensen Ames,Joan Allen,Warden Hennessey,Ian McShane,Coach,Tyrese Gibson,Machine Gun Joe Mason,Natalie Martinez,Elizabeth Case
The Long Kiss Goodnight,1996,5,Geena Davis,Samantha Caine and Charly Baltimore,Samuel L. Jackson,Mitch Henessey,Yvonne Zima,Caitlin Caine,Craig Bierko,Timothy,Tom Amandes,Hal
Proof of Life,2000,5,Meg Ryan,Alice Bowman,Russell Crowe,Terry Thorne,David Morse,Peter Bowman,Pamela Reed,Janis Goodman,David Caruso,Dino
Zathura: A Space Adventure,2005,5,Jonah Bobo,Danny,Josh Hutcherson,Walter,Dax Shepard,Astronaut,Kristen Stewart,Lisa,Tim Robbins,Dad
Fight Club,1999,5,Edward Norton,The Narrator,Brad Pitt,Tyler Durden,Meat Loaf,Robert 'Bob' Paulson,Jared Leto,Angel Face,Helena Bonham Carter,Marla Singer
We Are Marshall,2006,5,Matthew McConaughey,Jack Lengyel,Matthew Fox,Red Dawson,Anthony Mackie,Nate Ruffin,David Strathairn,President Dedmon,Ian McShane,Paul Griffen
Hudson Hawk,1991,5,Bruce Willis,Eddie 'Hudson Hawk' Hawkins,Danny Aiello,Tommy Five-Tone,Andie MacDowell,Anna Baragli,James Coburn,George Kaplan,Richard E. Grant,Darwin Mayflower
Lucky Numbers,2000,5,John Travolta,Russ Richards,Lisa Kudrow,Crystal,Tim Roth,Gig,Ed O'Neill,Dick Simmons,Michael Rapaport,Dale
I Frankenstein,2014,5,Aaron Eckhart,Adam,Yvonne Strahovski,Terra,Bill Nighy,Naberius,Jai Courtney,Gideon,Miranda Otto,Leonore
Oliver Twist,2005,5,Barney Clark,Oliver Twist,Ben Kingsley,Fagin,Jamie Foreman,Bill Sikes,Harry Eden,The Artful Dodger,Edward Hardwicke,Mr. Brownlow
Elektra,2005,5,Jennifer Garner,Elektra Natchios and Elektra,Goran Visnjic,Mark Miller,Will Yun Lee,Kirigi,Cary-Hiroyuki Tagawa,Roshi,Terence Stamp,Stick
Sin City: A Dame to Kill For,2014,5,Mickey Rourke,Marv,Jessica Alba,Nancy,Josh Brolin,Dwight,Joseph Gordon-Levitt,Johnny,Rosario Dawson,Gail
Random Hearts,1999,5,Harrison Ford,Dutch Van Den Broeck,Kristin Scott Thomas,Kay Chandler,Charles S. Dutton,Alcee,Bonnie Hunt,Wendy Judd,Dennis Haysbert,Detective George Beaufort
Everest,2015,5,Jason Clarke,Rob Hall,Jake Gyllenhaal,Scott Fischer,Josh Brolin,Beck Weathers,John Hawkes,Doug Hansen,Sam Worthington,Guy Cotter
Perfume: The Story of a Murderer,2006,5,Ben Whishaw,Jean-Baptiste Grenouille,Simon Chandler,Bürgermeister von Grasse,David Calder,Bischof von Grasse,Richard Felix,Magistrat,Birgit Minichmayr,Grenouilles Mutter
Austin Powers in Goldmember,2002,5,Mike Myers,Austin Powers and Dr. Evil and Goldmember and Fat Bastard,Beyoncé Knowles,Foxxy Cleopatra,Seth Green,Scott Evil,Michael York,Basil Exposition,Mindy Sterling,Frau Farbissina
Astro Boy,2009,5,Nicolas Cage,Dr. Tenma (voice),Kristen Bell,Cora (voice),Bill Nighy,Dr. Elefun (voice),Donald Sutherland,General Stone (voice),Freddie Highmore,Astro Boy (voice)
Jurassic Park,1993,5,Sam Neill,Dr. Alan Grant,Laura Dern,Dr. Ellie Sattler,Jeff Goldblum,Dr. Ian Malcolm,Richard Attenborough,John Hammond,Bob Peck,Robert Muldoon
Wyatt Earp,1994,5,Kevin Costner,Wyatt Earp,Dennis Quaid,Doc Holliday,Gene Hackman,Nicholas Earp,David Andrews,James Earp,Linden Ashby,Morgan Earp
Clear and Present Danger,1994,5,Harrison Ford,Jack Ryan,Willem Dafoe,John Clark,Anne Archer,Cathy Ryan,Joaquim de Almeida,Col. Felix Cortez,Henry Czerny,Robert Ritter
Dragon Blade,2015,4,Jackie Chan,Huo Han,John Cusack,Lucius,Adrien Brody,Tiberius,Sharni Vinson,The Queen
Little Man,2006,5,Marlon Wayans,Calvin,Shawn Wayans,Darryl,Kerry Washington,Vanessa,John Witherspoon,Pops,Tracy Morgan,Percy
U-571,2000,5,Matthew McConaughey,Lt. Andrew Tyler,Bill Paxton,Lt. Cmdr. Mike Dahlgren,Harvey Keitel,CPO Henry Klough,Jon Bon Jovi,Lt. Pete Emmett,David Keith,Maj. Matthew Coonen
The American President,1995,5,Michael Douglas,Andrew Shepherd,Annette Bening,Sydney Ellen Wade,Michael J. Fox,Lewis Rothschild,Martin Sheen,A.J. MacInerney,Anna Deavere Smith,Robin McCall
The Love Guru,2008,5,Mike Myers,Guru Pitka,Jessica Alba,Jane Bullard,Justin Timberlake,Jacques "Le Coq" Grandé,Romany Malco,Darren Roanoke,Meagan Good,Prudence
3000 Miles to Graceland,2001,5,Kurt Russell,Michael Zane,Kevin Costner,Thomas J. Murphy,Courteney Cox,Cybil Waingrow,Christian Slater,Hanson,Kevin Pollak,Damitry
The Hateful Eight,2015,5,Samuel L. Jackson,Major Marquis Warren,Kurt Russell,John 'The Hangman' Ruth,Jennifer Jason Leigh,Daisy Domergue,Walton Goggins,Sheriff Chris Mannix,Demián Bichir,Bob
Blades of Glory,2007,5,Will Ferrell,Chazz Michael Michaels,Jon Heder,Jimmy MacElroy,Will Arnett,Stranz Van Waldenberg,Amy Poehler,Fairchild Van Waldenberg,Jenna Fischer,Katie Van Waldenberg
Hop,2011,5,Russell Brand,Easter Bunny (voice),James Marsden,Fred,Kaley Cuoco,Samantha O'Hare,Hank Azaria,Carlos and Phil (voice),Elizabeth Perkins,Bonnie O'Hare
300,2006,5,Gerard Butler,King Leonidas,Lena Headey,Queen Gorgo,Dominic West,Theron,David Wenham,Dilios,Vincent Regan,Captain
Meet the Fockers,2004,5,Ben Stiller,Gaylord 'Greg' Focker,Teri Polo,Pam Byrnes,Robert De Niro,Jack Byrnes,Dustin Hoffman,Bernie Focker,Barbra Streisand,Rozalin Focker
Marley & Me,2008,5,Owen Wilson,John Grogan,Jennifer Aniston,Jennifer Grogan,Eric Dane,Sebastian Tunney,Kathleen Turner,Ms. Kornblut,Alan Arkin,Arnie Klein
The Green Mile,1999,5,Tom Hanks,Paul Edgecomb,Michael Clarke Duncan,John Coffey,David Morse,Brutus "Brutal" Howell,Bonnie Hunt,Jan Edgecomb,James Cromwell,Warden Hal Moores
Wild Hogs,2007,5,Tim Allen,Doug Madsen,John Travolta,Woody Stevens,Martin Lawrence,Bobby Davis,William H. Macy,Dudley Frank,Ray Liotta,Jack
Chicken Little,2005,5,Zach Braff,Chicken Little (voice),Joan Cusack,Abby Mallard (voice),Dan Molina,Fish Out of Water (voice),Steve Zahn,Runt of the Litter (voice),Garry Marshall,Buck Cluck (voice)
Gone Girl,2014,5,Ben Affleck,Nick Dunne,Rosamund Pike,Amy Dunne,Carrie Coon,Margo Dunne,Neil Patrick Harris,Desi Collins,Tyler Perry,Tanner Bolt
The Bourne Identity,2002,5,Matt Damon,Jason Bourne,Franka Potente,Marie Helena Kreutz,Chris Cooper,Alexander Conklin,Clive Owen,The Professor,Brian Cox,Ward Abbott
GoldenEye,1995,5,Pierce Brosnan,James Bond,Sean Bean,Alec Trevelyan,Izabella Scorupco,Natalya Fyodorovna Simonova,Famke Janssen,Xenia Onatopp,Joe Don Baker,Jack Wade
The General's Daughter,1999,5,John Travolta,Paul Brenner,Madeleine Stowe,Sara Sunhill,James Cromwell,Lt. Gen. Joseph Campbell,Timothy Hutton,Col. William Kent,Leslie Stefanson,Capt. Elizabeth Campbell
The Truman Show,1998,5,Jim Carrey,Truman Burbank,Laura Linney,Meryl Burbank and Hannah Gill,Noah Emmerich,Marlon,Natascha McElhone,Lauren and Sylvia,Ed Harris,Christof
The Prince of Egypt,1998,5,Val Kilmer,MosesandGod,Ralph Fiennes,Ramesses II,Patrick Stewart,Pharaoh Seti I,Michelle Pfeiffer,Zipporah,Sandra Bullock,Miriam
Daddy Day Care,2003,5,Eddie Murphy,Charlie Hinton,Jeff Garlin,Phil,Steve Zahn,Marvin,Regina King,Kim Hinton,Kevin Nealon,Bruce
2 Guns,2013,5,Denzel Washington,Robert 'Bobby' Trench,Mark Wahlberg,Michael 'Stig' Stigman,Paula Patton,Deb,Bill Paxton,Earl,Fred Ward,Admiral Tuwey
Cats & Dogs,2001,5,Jeff Goldblum,Professor Brody,Elizabeth Perkins,Mrs. Brody,Alexander Pollock,Scotty Brody,Miriam Margolyes,Sophie the Castle Maid,Tobey Maguire,Lou(voice)
The Italian Job,2003,5,Mark Wahlberg,Charlie Croker,Charlize Theron,Stella Bridger,Edward Norton,Steve,Seth Green,Lyle,Jason Statham,Handsome Rob
Two Weeks Notice,2002,5,Sandra Bullock,Lucy Kelson,Hugh Grant,George Wade,Alicia Witt,June Carver,Dana Ivey,Ruth Kelson,Robert Klein,Larry Kelson
Antz,1998,5,Woody Allen,Z-4195 aka Z (voice),Dan Aykroyd,Chip (voice),Anne Bancroft,Queen (voice),Danny Glover,Barbatus (voice),Gene Hackman,General Mandible (voice)
Couples Retreat,2009,5,Vince Vaughn,Dave,Malin Åkerman,Ronnie,Jason Bateman,Jason,Kristen Bell,Cynthia,Jon Favreau,Joey
Days of Thunder,1990,5,Tom Cruise,Cole Trickle,Robert Duvall,Harry Hogge,Nicole Kidman,Dr. Claire Lewicki,Randy Quaid,Tim Dalander,Cary Elwes,Russ Weehler
Cheaper by the Dozen 2,2005,5,Steve Martin,Tom Baker,Eugene Levy,Jimmy Murtaugh,Bonnie Hunt,Kate Baker,Tom Welling,Charlie Baker,Jonathan Bennett,Bud McNulty
Maze Runner: The Scorch Trials,2015,5,Dylan O'Brien,Thomas,Kaya Scodelario,Teresa Agnes,Thomas Brodie-Sangster,Newt,Giancarlo Esposito,Jorge,Aidan Gillen,Janson
Eat Pray Love,2010,5,Julia Roberts,Elizabeth Gilbert,James Franco,David,Javier Bardem,Felipe,Billy Crudup,Steven,Richard Jenkins,Richard
